"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
387,"2/12/2023 12:22","pl",NA,1,"0",3,"0",19,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","artistic","kind","kind","moral","moral","sex","moral","sex","sex",1,2,2,2,1,1,3,0,2,4,0,3,3,0,2,1,4,5,3,0,6,6,7,9,2,6,7,7,8,6,7,2,0,2,1,1,3,0,3,2.42857142857143,3,1,2.14285714285714,7.49236292569919
388,"2/6/2023 20:56","en","""game""",1,"0",1,"1",28,"1","1",2,3,5,"a","artistic","kind","artistic","wealthy","healthy","artistic","pathogen","sex","pathogen","moral","moral","moral",5,4,3,4,5,5,4,3,5,4,5,4,3,4,3,4,4,3,5,4,5,10,10,10,11,11,10,10,11,10,11,3,1,1,0,1,3,2,1,4.14285714285714,4,4.14285714285714,4.09523809523809,6.5849352602781
389,"1/10/2023 14:17","pl",NA,1,"0",1,"1",27,"1","0",0,NA,NA,"a","artistic","wealthy","kind","kind","wealthy","artistic","moral","sex","sex","moral","sex","sex",5,0,6,5,0,3,2,1,4,6,0,4,6,3,5,3,5,6,6,2,2,7,4,9,7,8,5,11,11,7,8,2,0,2,0,2,2,0,4,4.71428571428571,4.28571428571429,1.57142857142857,3.52380952380952,8.31389185473173
390,"12/16/2022 20:14","pl",NA,1,"0",1,"1",26,"0","0",0,NA,NA,"a","healthy","sexy","artistic","kind","artistic","artistic","moral","pathogen","sex","moral","pathogen","sex",2,4,5,4,2,1,0,3,2,3,4,1,1,3,2,4,2,3,4,3,2,5,5,7,6,4,3,7,6,6,7,3,1,1,1,0,2,2,2,2.57142857142857,2.28571428571429,3,2.61904761904762,8.19127884737909
392,"2/6/2023 20:51","en","game",1,"0",0,"1",25,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","kind","wealthy","healthy","moral","pathogen","pathogen","sex","pathogen","pathogen",4,3,4,3,4,3,0,0,3,3,3,3,4,3,4,3,4,3,4,3,4,2,2,3,4,3,5,5,5,2,5,1,1,1,0,3,1,4,1,3,3.42857142857143,2.85714285714286,3.0952380952381,5.70796353350286
394,"1/6/2023 0:37","pl","KG0902",1,"0",0,"1",21,"0","0",0,NA,NA,"b","wealthy","kind","sexy","kind","wealthy","artistic","pathogen","pathogen","pathogen","moral","sex","pathogen",3,5,4,5,0,2,2,0,3,5,3,3,3,2,3,4,4,2,5,0,1,5,7,8,3,5,5,9,8,6,7,1,0,2,1,2,1,4,1,3.85714285714286,2.57142857142857,2,2.80952380952381,7.79923196025757
396,"1/28/2023 16:12","pl","INSTAGRAM STUDY",1,"0",5,"0",20,"2","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","artistic","moral","moral","pathogen","pathogen","pathogen","moral",0,1,5,1,1,1,0,0,1,0,0,0,1,1,1,0,3,1,0,1,0,6,6,3,8,6,6,7,6,8,7,1,0,0,5,0,3,3,0,0.285714285714286,1.28571428571429,1,0.857142857142857,7.85842186601677
397,"2/24/2023 2:29","en",NA,1,"0",5,"0",30,"1","1",1,1,NA,"b","healthy","kind","wealthy","artistic","sexy","healthy","pathogen","sex","sex","sex","moral","pathogen",2,1,4,3,3,3,1,3,2,4,3,3,3,2,2,1,3,2,2,3,2,3,4,4,4,10,3,6,7,7,8,1,2,1,1,1,1,2,3,2.28571428571429,2.57142857142857,2.57142857142857,2.47619047619048,6.64569732704772
399,"2/10/2023 17:32","pl",NA,1,"0",5,"0",21,"1","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","sexy","artistic","moral","pathogen","moral","moral","moral","moral",2,5,5,6,1,2,0,1,1,4,0,3,5,6,3,2,6,1,2,0,0,6,5,6,7,2,7,8,9,7,7,5,0,0,1,0,5,1,0,3,2.14285714285714,2.71428571428571,2.61904761904762,7.56360051745485
400,"12/28/2022 12:46","pl","AB12",1,"0",0,"1",18,"0","0",0,NA,NA,"b","artistic","artistic","kind","healthy","healthy","kind","moral","moral","pathogen","pathogen","pathogen","pathogen",5,6,5,6,6,2,4,6,1,6,6,6,6,6,6,4,6,6,6,6,6,6,3,7,6,1,6,9,11,6,7,2,2,2,0,0,2,4,0,5.28571428571429,4.57142857142857,6,5.28571428571429,6.76170314091482
401,"2/6/2023 23:38","en","game",1,"0",0,"1",38,"1","1",2,7,14,"b","artistic","sexy","artistic","artistic","artistic","kind","moral","sex","moral","moral","sex","moral",0,5,6,2,1,6,1,1,3,1,5,6,1,4,6,0,5,6,0,6,6,8,6,11,9,9,8,6,10,9,9,4,0,1,1,0,4,0,2,0.714285714285714,5.57142857142857,3.85714285714286,3.38095238095238,7.82019357158011
402,"3/29/2023 16:01","en","Game",1,"0",0,"1",25,"0","1",1,3,NA,"b","healthy","wealthy","wealthy","sexy","wealthy","healthy","pathogen","sex","moral","pathogen","moral","pathogen",0,6,6,6,4,3,4,5,4,6,5,6,4,6,4,2,4,6,6,6,3,11,11,11,11,11,11,11,11,11,11,0,2,0,1,3,2,3,1,4,4.57142857142857,5.14285714285714,4.57142857142857,6.02500155105008
408,"3/29/2023 16:19","en","game",1,"0",0,"1",34,"1","1",2,12,14,"b","artistic","sexy","sexy","healthy","sexy","kind","sex","sex","moral","moral","moral","pathogen",6,3,6,6,0,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,11,6,6,6,9,10,9,10,1,1,1,3,0,3,1,2,6,5.71428571428571,4.28571428571429,5.33333333333333,7.80008946094481
410,"2/6/2023 20:32","en","game",1,"0",6,"0",32,"1","1",2,5,10,"a","artistic","kind","artistic","wealthy","wealthy","artistic","sex","pathogen","pathogen","moral","pathogen","pathogen",6,5,4,6,5,6,5,4,5,6,5,2,4,4,5,6,6,5,5,6,5,5,2,4,7,7,6,6,2,2,1,3,0,1,0,2,1,4,1,5.42857142857143,4.57142857142857,5,5,7.12332730522849
411,"2/6/2023 23:35","en",NA,1,"0",3,"1",37,"1","0",0,NA,NA,"b","sexy","sexy","kind","healthy","sexy","sexy","moral","sex","sex","moral","moral","sex",1,1,5,5,1,0,4,0,3,3,4,1,2,1,3,3,4,4,2,4,5,6,8,7,6,6,6,7,8,6,7,0,1,1,4,0,3,0,3,2.85714285714286,3,2.14285714285714,2.66666666666667,9.16309915429103
414,"12/29/2022 15:44","pl","AB12",1,"0",0,"1",23,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","sexy","artistic","moral","pathogen","sex","moral","sex","moral",6,0,4,4,0,3,3,1,1,5,3,2,4,3,4,4,4,3,4,6,2,3,6,7,6,7,6,6,6,6,6,2,0,1,2,1,3,1,2,4.28571428571429,2.71428571428571,2.42857142857143,3.14285714285714,8.23563562666308
417,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","healthy","healthy","kind","kind","healthy","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,0,3,2,1,0,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286,9.05110431260944
418,"2/6/2023 20:35","en",NA,1,"0",0,"1",25,"1","0",0,NA,NA,"b","sexy","wealthy","kind","wealthy","sexy","kind","moral","sex","pathogen","moral","sex","moral",2,3,5,6,5,4,3,5,4,5,4,4,3,4,3,4,5,3,2,3,2,5,9,10,7,6,9,6,7,8,9,0,0,2,2,2,3,1,2,3.57142857142857,3.57142857142857,4.14285714285714,3.76190476190476,8.42630890754278
422,"12/17/2022 3:01","pl",NA,1,"0",0,"1",25,"0","0",0,NA,NA,"b","artistic","sexy","artistic","healthy","kind","healthy","moral","pathogen","moral","moral","sex","sex",1,1,3,5,0,1,0,0,2,5,0,3,2,0,1,1,5,4,4,1,4,4,7,9,4,7,6,7,9,8,9,2,2,1,1,0,3,1,2,2.57142857142857,2.57142857142857,1,2.04761904761905,8.0220861830006
423,"1/23/2023 17:15","pl","INSTAGRAM STUDY",1,"0",1,"1",22,"1","0",0,NA,NA,"a","artistic","wealthy","kind","kind","healthy","sexy","pathogen","pathogen","pathogen","moral","pathogen","sex",1,5,1,5,6,0,1,2,4,6,6,5,6,5,5,4,6,6,6,5,4,6,7,6,6,5,6,7,8,7,7,1,1,2,1,1,1,4,1,4.14285714285714,3.57142857142857,5,4.23809523809524,8.79041888915893
429,"1/5/2023 15:28","pl","kg902",1,"0",2,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","artistic","sex","moral","sex","sex","moral","moral",2,3,5,4,0,3,2,1,3,4,2,6,3,2,3,4,6,4,4,3,5,8,8,9,7,7,8,8,9,7,8,3,0,0,2,1,3,0,3,3.28571428571429,4.14285714285714,2.42857142857143,3.28571428571429,8.95982963499635
431,"3/29/2023 16:50","en",NA,1,"0",1,"1",22,"2","1",1,5,NA,"b","sexy","kind","kind","artistic","wealthy","artistic","moral","moral","pathogen","sex","sex","sex",0,3,6,5,0,1,2,0,3,3,2,6,6,3,5,3,1,6,6,2,6,9,4,10,7,4,7,7,6,6,7,2,0,2,1,1,2,1,3,3.57142857142857,4.71428571428571,1.57142857142857,3.28571428571429,7.54593895671588
433,"1/4/2023 20:35","pl","KG0902",1,"0",1,"1",36,"0","0",0,NA,NA,"a","wealthy","artistic","kind","kind","sexy","kind","moral","moral","moral","moral","moral","sex",4,3,6,6,1,1,3,1,4,6,2,4,6,4,4,1,3,6,4,2,4,7,8,6,8,8,5,6,9,7,6,1,0,3,1,1,5,0,1,4.28571428571429,4.14285714285714,2.28571428571429,3.57142857142857,8.9683293522937
443,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","healthy","healthy","kind","kind","healthy","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,0,3,2,1,0,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286,9.05110431260944
444,"1/7/2023 14:02","pl","KG0902",1,"0",1,"1",47,"1","1",3,9,18,"b","wealthy","kind","sexy","healthy","sexy","kind","moral","pathogen","moral","pathogen","moral","moral",0,3,5,3,5,5,2,1,3,6,1,1,4,0,4,5,5,0,6,6,3,6,6,6,6,4,6,6,6,6,6,0,1,2,2,1,4,2,0,3.71428571428571,3,3,3.23809523809524,8.38126000602134
445,"2/24/2023 1:54","en",NA,1,"0",3,"1",28,"1","0",0,NA,NA,"a","artistic","sexy","sexy","kind","sexy","sexy","moral","sex","pathogen","moral","sex","moral",1,2,5,5,0,0,5,3,0,5,3,6,6,4,1,6,4,5,5,5,4,11,5,6,6,4,8,5,9,6,6,1,0,1,4,0,3,1,2,4.71428571428571,3,3,3.57142857142857,7.29264831793685
447,"2/6/2023 22:47","en","game",1,"0",0,"1",45,"1","1",2,13,15,"b","healthy","artistic","kind","kind","kind","kind","pathogen","pathogen","pathogen","pathogen","pathogen","pathogen",5,5,5,6,5,4,5,5,3,5,5,3,5,5,6,5,3,4,5,6,4,7,6,8,8,6,6,6,7,7,6,1,1,4,0,0,0,6,0,5.14285714285714,4.14285714285714,4.85714285714286,4.71428571428571,9.24640311396706
450,"1/30/2023 2:43","pl","KG0902",1,"0",0,"1",25,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","healthy","artistic","healthy","moral","pathogen","moral","moral","moral","moral",5,0,4,6,0,0,0,0,0,4,0,4,5,0,4,4,3,5,5,1,4,8,7,9,7,6,6,8,9,8,7,3,2,0,0,1,5,1,0,4.14285714285714,3,0.571428571428571,2.57142857142857,8.98059473582174
452,"12/16/2022 19:56","pl",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","kind","sexy","kind","artistic","sexy","artistic","moral","sex","moral","sex","moral","sex",0,0,1,5,0,3,4,0,5,6,0,1,5,0,2,3,4,3,5,0,4,7,8,8,9,6,9,7,8,10,7,2,0,2,2,0,3,0,3,4,2.71428571428571,0.571428571428571,2.42857142857143,9.04933848124461
455,"12/17/2022 16:04","pl",NA,1,"0",2,"1",24,"2","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","healthy","sexy","moral","moral","sex","sex","moral","moral",2,5,5,4,1,2,3,1,3,4,2,5,4,3,3,1,5,6,2,4,5,6,6,4,4,6,6,7,7,6,6,0,2,0,3,1,4,0,2,2.85714285714286,4.14285714285714,3,3.33333333333333,7.73853156034938
456,"1/7/2023 21:43","pl","KG0902 ",1,"0",3,"0",22,"0","0",0,NA,NA,"b","sexy","wealthy","artistic","kind","artistic","artistic","moral","sex","pathogen","moral","moral","sex",3,5,2,3,1,2,0,1,2,5,5,3,1,1,3,4,5,4,4,1,6,7,7,8,4,5,7,7,7,6,7,3,0,1,1,1,3,1,2,2.85714285714286,3.14285714285714,2.71428571428571,2.9047619047619,8.28896034694941
457,"12/28/2022 16:35","pl","AB12",1,"0",1,"1",22,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","wealthy","artistic","moral","moral","moral","pathogen","moral","moral",3,6,5,5,6,4,2,1,4,3,6,6,4,6,4,1,6,6,5,5,5,7,4,6,1,6,6,6,6,6,6,4,0,1,0,1,5,1,0,3.28571428571429,4.85714285714286,5.14285714285714,4.42857142857143,6.73764491853814
458,"12/28/2022 19:01","pl","AB12",1,"0",0,"1",24,"1","1",1,1,NA,"b","healthy","wealthy","kind","wealthy","sexy","artistic","moral","moral","moral","moral","sex","sex",6,6,6,6,6,1,6,6,2,6,6,6,3,6,3,6,6,6,6,5,5,10,8,11,6,7,7,7,11,11,7,1,1,1,1,2,4,0,2,5.57142857142857,4.14285714285714,5.85714285714286,5.19047619047619,7.67148194833001
465,"12/18/2022 12:43","pl",NA,1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","moral","moral","pathogen","moral","pathogen","moral",5,0,1,0,4,6,0,3,5,6,0,6,0,5,5,2,4,6,6,1,5,9,11,11,11,11,11,11,11,11,11,0,0,0,5,1,4,2,0,2.71428571428571,4.85714285714286,2.42857142857143,3.33333333333333,6.39680660992764
468,"1/6/2023 11:35","pl",NA,1,"0",1,"1",30,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","sexy","kind","moral","pathogen","sex","moral","sex","sex",1,0,5,4,0,2,1,0,4,4,1,4,1,2,2,3,5,5,2,1,5,7,7,10,8,6,7,7,8,7,8,1,0,2,2,1,2,1,3,2.28571428571429,3.85714285714286,1.28571428571429,2.47619047619048,8.77869004994561
472,"12/17/2022 22:27","pl",NA,1,"0",1,"1",28,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","healthy","artistic","moral","sex","moral","moral","moral","sex",4,4,2,4,0,1,1,1,0,6,3,4,4,5,4,3,6,3,2,2,3,6,7,6,5,8,6,8,8,7,8,4,1,0,0,1,4,0,2,3.42857142857143,2.42857142857143,3,2.95238095238095,8.6140172804383
475,"2/28/2023 0:22","pl",NA,1,"0",5,"0",20,"0","0",0,NA,NA,"a","kind","kind","kind","healthy","kind","kind","moral","pathogen","moral","moral","pathogen","moral",3,6,6,6,1,4,0,0,3,6,0,6,6,6,4,3,5,6,6,2,5,7,10,11,8,7,8,10,11,8,7,0,1,5,0,0,4,2,0,4.28571428571429,4.85714285714286,2.85714285714286,4,7.95107419707696
479,"12/27/2022 23:09","pl","AB12",1,"0",0,"1",23,"1","0",0,NA,NA,"b","healthy","sexy","artistic","kind","healthy","artistic","moral","sex","moral","moral","moral","moral",4,6,5,6,2,4,1,5,5,6,4,5,5,1,5,5,6,5,6,5,3,6,7,8,6,6,6,9,8,7,8,2,2,1,1,0,5,0,1,4.71428571428571,4.57142857142857,4.14285714285714,4.47619047619048,9.25142729355979
480,"1/8/2023 19:32","pl","KG0902 ",1,"0",1,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","artistic","kind","sexy","wealthy","sex","moral","sex","moral","sex","sex",3,2,2,4,1,0,2,1,1,6,2,5,5,3,1,4,5,5,5,1,2,8,4,6,6,6,8,6,6,7,6,1,0,1,3,1,2,0,4,4.14285714285714,2.28571428571429,2.14285714285714,2.85714285714286,8.16013613484044
481,"3/3/2023 21:13","pl","INSTAGRAM STUDY",1,"0",4,"0",26,"0","0",0,NA,NA,"b","kind","kind","artistic","kind","artistic","artistic","pathogen","pathogen","sex","sex","sex","moral",4,6,5,5,0,1,1,0,1,3,3,3,3,1,4,4,3,5,3,0,1,9,6,8,2,6,6,6,6,6,6,3,0,3,0,0,1,2,3,3.28571428571429,2.85714285714286,1.85714285714286,2.66666666666667,7.28236898576506
483,"2/6/2023 22:07","en","Game",1,"0",0,"1",22,"1","1",2,1,5,"b","artistic","sexy","artistic","artistic","wealthy","artistic","moral","moral","sex","pathogen","moral","moral",0,4,6,3,0,0,0,4,3,6,6,6,0,3,4,0,3,6,0,0,3,11,6,11,6,3,9,6,11,11,5,4,0,0,1,1,4,1,1,1.28571428571429,4,2.85714285714286,2.71428571428571,6.8489819810184
484,"12/16/2022 18:53","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"a","sexy","sexy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","sex",5,5,6,6,2,6,0,0,6,6,1,6,3,1,6,5,4,6,2,4,6,4,10,7,7,5,3,9,10,9,6,0,0,2,4,0,3,0,3,3.85714285714286,6,2.42857142857143,4.09523809523809,8.12637626012314
485,"1/9/2023 20:01","pl",NA,1,"0",2,"1",25,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","moral",4,4,2,3,0,1,0,0,1,6,5,4,3,1,2,3,4,6,4,2,0,6,4,8,3,11,6,6,7,7,6,1,0,2,2,1,4,0,2,3.28571428571429,2.28571428571429,2.28571428571429,2.61904761904762,6.91820376808164
488,"12/17/2022 20:03","pl",NA,1,"0",4,"0",24,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","sexy","artistic","moral","moral","pathogen","pathogen","sex","sex",0,2,5,1,0,3,2,1,2,3,3,5,2,0,2,1,6,6,2,0,3,6,9,9,9,7,9,9,10,10,9,3,0,0,3,0,2,2,2,1.57142857142857,3.71428571428571,1.71428571428571,2.33333333333333,8.68384315006127
489,"3/29/2023 16:16","en",NA,1,"0",0,"1",40,"1","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","wealthy","artistic","moral","sex","sex","moral","sex","sex",4,2,4,5,1,3,4,1,3,6,3,4,6,2,4,5,3,5,5,4,4,5,5,8,6,5,6,6,9,6,6,3,0,1,0,2,2,0,4,5,3.85714285714286,2.28571428571429,3.71428571428571,8.45915686235923
490,"1/2/2023 22:10","pl","KG0902",1,"0",2,"1",20,"1","0",0,NA,NA,"b","healthy","wealthy","sexy","wealthy","wealthy","kind","moral","sex","sex","moral","sex","moral",5,2,5,5,1,3,0,0,0,4,0,4,5,1,5,3,6,2,4,1,4,7,5,7,8,7,7,10,6,9,8,0,1,1,1,3,3,0,3,3.71428571428571,3.28571428571429,1.57142857142857,2.85714285714286,8.92904532960002
492,"2/24/2023 0:07","en","game",1,"0",0,"1",68,"0","1",1,49,NA,"b","artistic","artistic","artistic","artistic","artistic","kind","pathogen","sex","pathogen","pathogen","sex","sex",3,3,4,6,4,2,6,0,2,6,3,1,6,5,3,6,4,5,6,0,1,8,2,11,6,11,6,8,11,6,10,5,0,1,0,0,0,3,3,5.57142857142857,2.57142857142857,2.71428571428571,3.61904761904762,6.50292358007945
502,"1/29/2023 16:19","pl","KG0902",1,"0",1,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","healthy","wealthy","kind","pathogen","sex","pathogen","pathogen","moral","pathogen",0,5,4,0,0,0,0,0,3,0,2,5,0,3,3,0,5,2,0,0,2,2,6,7,7,6,6,7,7,7,7,1,1,1,1,2,1,4,1,0,2.71428571428571,2.14285714285714,1.61904761904762,7.88749741384968
503,"3/7/2023 18:59","en","game",1,"0",6,"0",27,"1","1",1,1,NA,"a","wealthy","artistic","healthy","healthy","healthy","wealthy","sex","moral","pathogen","moral","sex","moral",3,5,4,5,3,4,2,4,5,3,4,2,5,3,4,2,3,1,4,3,5,4,5,7,5,6,1,4,6,5,5,1,3,0,0,2,3,1,2,3.42857142857143,3.57142857142857,3.57142857142857,3.52380952380952,8.15274454633828
509,"1/7/2023 16:10","pl","KG0902",1,"0",3,"0",22,"0","0",0,NA,NA,"b","sexy","artistic","artistic","kind","artistic","kind","moral","pathogen","sex","moral","pathogen","moral",3,4,2,6,0,0,1,0,1,6,1,4,6,0,0,1,4,6,4,0,1,5,6,7,4,7,6,6,8,6,6,3,0,2,1,0,3,2,1,3.85714285714286,2,1.28571428571429,2.38095238095238,8.26874081332103
510,"1/23/2023 18:54","en",NA,1,"0",6,"0",18,"0","0",0,NA,NA,"b","wealthy","artistic","artistic","wealthy","sexy","artistic","moral","pathogen","sex","sex","sex","sex",1,2,4,4,2,3,2,2,1,2,5,4,3,0,4,4,1,4,3,5,4,7,5,6,7,4,6,8,9,7,6,3,0,0,1,2,1,1,4,2.71428571428571,3.42857142857143,2.42857142857143,2.85714285714286,8.27918633453512
511,"2/6/2023 22:38","en",NA,1,"0",0,"1",33,"1","1",3,7,14,"b","artistic","sexy","artistic","wealthy","sexy","sexy","moral","sex","moral","sex","moral","moral",2,2,6,5,4,5,4,3,3,5,0,5,6,2,6,3,0,6,4,0,6,2,6,11,7,6,6,6,8,11,11,2,0,0,3,1,4,0,2,4.14285714285714,5.28571428571429,1.57142857142857,3.66666666666667,7.38449541359964
513,"12/28/2022 12:45","pl","AB12",1,"0",0,"1",18,"0","0",0,NA,NA,"b","artistic","artistic","kind","healthy","healthy","kind","moral","moral","pathogen","pathogen","pathogen","pathogen",5,6,5,6,6,2,4,6,1,6,6,6,6,6,6,4,6,6,6,6,6,6,3,7,6,1,6,9,11,6,7,2,2,2,0,0,2,4,0,5.28571428571429,4.57142857142857,6,5.28571428571429,6.76170314091482
514,"2/7/2023 0:03","en",NA,1,"0",0,"1",30,"1","1",2,2,4,"b","artistic","artistic","sexy","healthy","healthy","artistic","moral","sex","moral","pathogen","moral","sex",4,6,5,6,2,3,6,4,5,6,6,5,6,6,5,3,6,5,5,4,4,9,6,7,6,8,6,6,6,6,7,3,2,0,1,0,3,1,2,5.14285714285714,4.57142857142857,4.85714285714286,4.85714285714286,8.49202522195868
518,"2/6/2023 21:29","en","game",1,"0",0,"1",25,"1","1",1,1,NA,"b","wealthy","sexy","sexy","artistic","kind","sexy","pathogen","pathogen","moral","pathogen","sex","sex",2,3,3,2,2,3,4,3,3,2,3,3,4,4,3,2,3,4,4,3,4,9,9,9,9,9,9,9,9,10,9,1,0,1,3,1,1,3,2,2.85714285714286,3.28571428571429,3,3.04761904761905,8.00625073059872
519,"3/29/2023 16:31","en","Game",1,"0",6,"0",35,"1","1",1,1,NA,"b","artistic","wealthy","sexy","healthy","sexy","artistic","moral","moral","sex","moral","sex","sex",6,6,6,6,6,3,6,6,4,6,4,4,6,3,5,4,3,6,6,6,6,4,6,7,7,6,6,7,7,7,7,2,1,0,2,1,3,0,3,5.71428571428571,4.85714285714286,4.85714285714286,5.14285714285714,8.7037449173157
525,"3/29/2023 16:28","en","game",1,"0",0,"1",39,"1","1",2,3,9,"b","sexy","sexy","sexy","sexy","sexy","sexy","sex","sex","sex","moral","sex","sex",0,6,0,5,5,2,0,3,3,0,4,0,0,5,5,3,6,6,3,5,5,6,11,11,11,9,11,11,11,11,8,0,0,0,6,0,1,0,5,1.57142857142857,3,4.85714285714286,3.14285714285714,6.97671779175948
527,"2/7/2023 0:06","pl","AB12",1,"0",0,"1",21,"0","0",0,NA,NA,"b","kind","wealthy","artistic","kind","kind","kind","moral","sex","moral","sex","moral","moral",2,3,6,3,3,2,0,1,3,3,4,1,2,1,4,4,4,2,3,5,3,8,10,10,7,8,8,9,9,8,8,1,0,4,0,1,4,0,2,2.42857142857143,3,3,2.80952380952381,8.08849218022911
529,"2/6/2023 21:15","en",NA,1,"0",0,"1",25,"1","1",1,1,NA,"a","wealthy","healthy","artistic","artistic","healthy","kind","sex","moral","pathogen","moral","moral","pathogen",2,4,3,2,4,4,3,3,2,2,3,3,4,4,3,2,3,4,4,3,3,7,10,9,8,9,8,7,9,10,9,2,2,1,0,1,3,2,1,2.71428571428571,3.14285714285714,3.42857142857143,3.0952380952381,8.20407388385632
530,"2/6/2023 22:45","en",NA,1,"0",0,"1",39,"1","1",2,12,14,"b","kind","wealthy","kind","healthy","sexy","artistic","moral","sex","pathogen","moral","moral","moral",2,4,4,5,1,4,4,1,2,5,3,4,6,3,4,5,5,5,5,3,5,5,6,7,6,5,6,6,8,6,7,1,1,2,1,1,4,1,1,4.57142857142857,4,2.85714285714286,3.80952380952381,8.69071030572458
531,"2/12/2023 10:44","pl",NA,1,"0",1,"1",19,"1","0",0,NA,NA,"a","sexy","wealthy","kind","healthy","sexy","artistic","sex","moral","moral","moral","pathogen","sex",1,2,3,5,0,0,0,1,2,6,6,1,6,5,4,6,6,6,4,1,4,4,7,9,10,7,3,8,6,9,11,1,1,1,2,1,3,1,2,4,2.85714285714286,3,3.28571428571429,8.2358732847448
535,"2/6/2023 20:52","en",NA,1,"0",0,"1",49,"1","1",2,28,31,"a","sexy","sexy","kind","kind","wealthy","artistic","moral","sex","sex","moral","moral","sex",4,6,6,1,1,3,1,2,3,1,5,3,1,5,2,3,4,4,2,6,6,9,8,10,7,7,7,8,7,9,7,1,0,2,2,1,3,0,3,1.85714285714286,3.85714285714286,4.14285714285714,3.28571428571429,8.36130884974448
539,"12/28/2022 20:12","pl",NA,1,"0",5,"0",22,"0","0",0,NA,NA,"b","artistic","kind","artistic","artistic","artistic","artistic","moral","pathogen","sex","sex","moral","pathogen",1,2,3,5,0,2,1,0,1,3,0,6,4,0,2,1,0,2,4,0,1,9,6,7,9,8,9,7,9,9,9,5,0,1,0,0,2,2,2,2.71428571428571,2.42857142857143,0.285714285714286,1.80952380952381,8.42710841721091
541,"3/29/2023 17:04","en",NA,1,"0",4,"0",25,"0","0",0,NA,NA,"a","wealthy","healthy","kind","artistic","artistic","wealthy","moral","moral","pathogen","moral","pathogen","moral",3,2,4,1,4,2,1,4,1,2,4,3,1,4,2,4,1,3,2,4,1,7,1,2,7,11,9,10,6,3,1,2,1,1,0,2,4,2,0,2,2.28571428571429,3.28571428571429,2.52380952380952,5.82844507038568
542,"3/29/2023 16:10","en",NA,1,"0",5,"0",50,"1","1",2,18,20,"a","artistic","kind","healthy","artistic","wealthy","artistic","pathogen","pathogen","pathogen","pathogen","pathogen","moral",3,4,3,4,4,3,4,3,4,4,4,3,4,3,4,5,4,5,3,4,3,4,5,4,4,5,4,5,4,5,5,3,1,1,0,1,1,5,0,3.85714285714286,3.57142857142857,3.71428571428571,3.71428571428571,7.26982378864564
543,"12/28/2022 16:07","pl","AB12",1,"0",0,"1",23,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","wealthy","kind","moral","moral","pathogen","sex","sex","moral",5,4,4,5,0,0,2,0,4,5,6,5,4,3,2,6,6,6,5,2,5,7,9,9,8,7,7,8,9,8,6,2,0,2,0,2,3,1,2,4.57142857142857,3.71428571428571,3,3.76190476190476,8.87110353954824
