"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
329,"2/6/2023 20:26","en",NA,1,"0",1,"1",42,"1","1",1,8,NA,"a","healthy","kind","healthy","kind","wealthy","artistic","moral","sex","sex","sex","moral","sex",0,1,1,1,1,1,1,1,0,0,2,1,1,0,0,1,0,1,2,1,2,5,8,8,8,7,11,8,8,8,8,1,2,2,0,1,2,0,4,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,9.16589630031464
333,"2/5/2023 19:56","pl","ab12",1,"0",4,"0",26,"1","0",0,NA,NA,"b","artistic","wealthy","wealthy","kind","sexy","artistic","sex","sex","pathogen","moral","sex","moral",0,0,4,6,0,0,1,2,1,6,0,4,0,0,1,2,1,4,4,0,4,8,6,9,10,3,6,8,11,9,8,2,0,1,1,2,2,1,3,2.71428571428571,2.57142857142857,0.428571428571429,1.9047619047619,7.7146678141158
341,"1/12/2023 22:52","pl",NA,1,"0",0,"1",23,"1","0",0,NA,NA,"a","sexy","artistic","sexy","healthy","sexy","artistic","moral","moral","pathogen","moral","moral","pathogen",3,6,4,3,6,6,1,3,2,5,6,5,4,6,5,5,6,6,5,6,5,3,6,6,6,6,6,6,7,6,7,2,1,0,3,0,4,2,0,3.71428571428571,4.71428571428571,5.57142857142857,4.66666666666667,7.9687292806267
342,"1/5/2023 14:45","pl","KG0902",1,"0",2,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","wealthy","wealthy","artistic","moral","sex","moral","moral","sex","moral",1,2,4,2,3,4,1,0,3,4,3,3,2,0,3,4,5,5,4,3,4,9,8,7,9,6,7,8,8,10,9,3,0,0,0,3,4,0,2,2.57142857142857,3.71428571428571,2.28571428571429,2.85714285714286,8.62452280548368
345,"12/29/2022 0:33","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","kind","artistic","artistic","moral","moral","pathogen","pathogen","moral","pathogen",1,4,5,6,6,3,0,6,3,5,5,3,4,6,3,4,2,2,6,6,1,6,5,7,5,7,6,5,8,8,7,2,0,1,2,1,3,3,0,3.71428571428571,2.85714285714286,5,3.85714285714286,8.41541965851963
348,"1/8/2023 20:39","pl","KG0902",1,"0",0,"1",20,"1","0",0,NA,NA,"b","kind","sexy","wealthy","artistic","sexy","artistic","pathogen","sex","moral","moral","sex","moral",0,1,5,3,0,0,0,0,6,5,4,6,5,1,2,2,6,6,1,0,1,6,8,5,8,8,6,8,9,10,11,2,0,1,2,1,3,1,2,2.28571428571429,3.71428571428571,1.71428571428571,2.57142857142857,8.60842273816088
349,"3/29/2023 16:11","en","game",1,"0",5,"0",25,"1","0",0,NA,NA,"a","healthy","healthy","sexy","artistic","healthy","sexy","sex","moral","pathogen","sex","pathogen","sex",4,3,2,3,4,3,3,4,5,4,4,4,3,4,4,3,5,4,3,4,5,5,3,3,3,5,2,4,4,5,3,1,3,0,2,0,1,2,3,3.28571428571429,3.85714285714286,4,3.71428571428571,6.34458214526311
356,"1/8/2023 10:28","pl","KG0902",1,"0",2,"1",26,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","sexy","moral","sex","sex","pathogen","sex","sex",0,2,2,0,0,3,0,0,2,5,0,5,0,0,2,1,6,6,1,0,1,4,4,7,6,6,4,6,9,7,6,1,0,0,4,1,1,1,4,1,3,1.14285714285714,1.71428571428571,7.93678250720214
358,"1/29/2023 17:29","pl",NA,1,"0",3,"0",22,"0","0",0,NA,NA,"a","kind","sexy","healthy","wealthy","healthy","artistic","pathogen","pathogen","pathogen","moral","sex","moral",1,1,4,4,0,0,0,0,2,5,6,5,2,0,1,1,5,4,3,0,0,6,7,9,7,6,7,8,8,7,6,1,2,1,1,1,2,3,1,2.28571428571429,2.28571428571429,1.71428571428571,2.0952380952381,9.2054724639602
361,"3/21/2023 13:43","en","game",1,"0",0,"1",29,"1","1",1,5,NA,"b","wealthy","kind","artistic","wealthy","kind","artistic","sex","sex","pathogen","sex","pathogen","moral",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,6,7,5,6,7,6,7,6,7,6,2,0,2,0,2,1,2,3,4.42857142857143,4.57142857142857,4.57142857142857,4.52380952380952,8.58645882618324
367,"1/23/2023 23:04","pl","INSTAGRAM STUDY",1,"0",0,"1",21,"1","0",0,NA,NA,"b","artistic","kind","healthy","artistic","artistic","artistic","pathogen","pathogen","moral","moral","moral","pathogen",2,4,5,3,0,1,1,2,3,4,6,3,5,6,3,5,6,2,3,0,1,11,6,8,6,6,6,6,9,6,6,4,1,1,0,0,3,3,0,3.28571428571429,2.57142857142857,3.42857142857143,3.0952380952381,7.81192502189919
369,"2/7/2023 18:08","pl","INSTAGRAM STUDY",1,"0",3,"0",19,"0","0",0,NA,NA,"b","artistic","artistic","artistic","kind","sexy","kind","pathogen","moral","pathogen","moral","pathogen","sex",1,4,1,4,4,1,1,2,1,3,3,1,3,3,2,3,2,3,3,4,3,9,8,8,7,6,7,7,8,8,9,3,0,2,1,0,2,3,1,2.57142857142857,1.71428571428571,3.14285714285714,2.47619047619048,8.80443391193614
370,"2/6/2023 22:35","en","game",1,"0",0,"1",43,"1","1",3,10,22,"b","artistic","wealthy","kind","healthy","healthy","kind","pathogen","moral","pathogen","sex","moral","sex",4,2,3,4,1,2,3,1,5,5,4,2,4,4,5,4,4,2,3,2,2,4,8,7,7,7,6,8,8,8,8,1,2,2,0,1,2,2,2,3.85714285714286,3,2.57142857142857,3.14285714285714,8.72650271592763
372,"3/21/2023 13:35","en","game",1,"0",0,"1",29,"0","0",0,NA,NA,"b","wealthy","healthy","sexy","kind","kind","wealthy","sex","moral","pathogen","moral","sex","pathogen",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,6,7,5,6,7,4,6,6,7,5,0,1,2,1,2,2,2,2,4.42857142857143,4.57142857142857,4.57142857142857,4.52380952380952,8.58645882618324
373,"2/24/2023 2:17","en","game",1,"0",0,"1",50,"1","1",1,6,NA,"b","healthy","artistic","kind","kind","healthy","artistic","moral","moral","moral","pathogen","sex","moral",4,3,4,4,4,3,0,0,3,3,3,3,3,4,3,3,3,4,3,3,3,3,10,9,9,9,5,6,9,9,9,2,2,2,0,0,4,1,1,2.85714285714286,3.28571428571429,2.85714285714286,3,7.5889287594821
374,"2/7/2023 0:39","en","game",1,"0",5,"0",34,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","healthy","artistic","artistic","pathogen","sex","pathogen","moral","pathogen","pathogen",3,4,5,5,0,2,4,3,1,5,3,3,6,1,4,5,6,4,4,1,3,7,8,6,8,3,8,8,8,8,7,3,1,0,0,2,1,4,1,4.57142857142857,3.14285714285714,2.57142857142857,3.42857142857143,8.09068284064586
376,"1/10/2023 13:28","pl",NA,1,"0",2,"1",23,"1","0",0,NA,NA,"b","sexy","artistic","healthy","healthy","wealthy","kind","moral","moral","moral","pathogen","moral","moral",2,2,2,3,0,1,0,0,3,2,1,1,3,2,2,1,3,5,3,0,1,4,8,10,8,10,6,9,9,9,9,1,2,1,1,1,5,1,0,2,2.14285714285714,1.14285714285714,1.76190476190476,7.84994344264197
379,"3/29/2023 18:47","en",NA,1,"0",0,"1",47,"1","1",2,13,18,"b","wealthy","artistic","wealthy","artistic","healthy","kind","moral","sex","pathogen","pathogen","pathogen","moral",3,3,2,3,3,4,3,3,2,3,3,2,2,3,2,3,2,3,2,2,3,6,5,6,6,6,6,6,5,6,6,2,1,1,0,2,2,3,1,2.71428571428571,2.57142857142857,2.71428571428571,2.66666666666667,8.48202115050439
384,"2/24/2023 1:44","en",NA,1,"0",2,"1",28,"1","0",0,NA,NA,"b","artistic","artistic","sexy","wealthy","sexy","sexy","pathogen","sex","sex","sex","moral","sex",1,1,6,6,0,2,3,1,3,5,2,5,6,1,4,6,6,6,6,6,6,7,6,7,7,7,6,6,8,7,7,2,0,0,3,1,1,1,4,4.71428571428571,4.57142857142857,2.42857142857143,3.9047619047619,9.2746995550923
386,"2/6/2023 22:57","en","game",1,"0",2,"1",20,"0","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","healthy","kind","pathogen","pathogen","sex","moral","sex","moral",2,5,6,6,4,5,5,5,3,5,6,3,6,2,4,6,4,5,6,4,5,9,6,7,5,7,7,7,8,6,6,3,1,1,0,1,2,2,2,5.14285714285714,4.42857142857143,4.28571428571429,4.61904761904762,8.31567188193127
387,"2/12/2023 12:22","pl",NA,1,"0",3,"0",19,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","artistic","kind","kind","moral","moral","sex","moral","sex","sex",1,2,2,2,1,1,3,0,2,4,0,3,3,0,2,1,4,5,3,0,6,6,7,9,2,6,7,7,8,6,7,2,0,2,1,1,3,0,3,2.42857142857143,3,1,2.14285714285714,7.42027701332295
388,"2/6/2023 20:56","en","""game""",1,"0",1,"1",28,"1","1",2,3,5,"a","artistic","kind","artistic","wealthy","healthy","artistic","pathogen","sex","pathogen","moral","moral","moral",5,4,3,4,5,5,4,3,5,4,5,4,3,4,3,4,4,3,5,4,5,10,10,10,11,11,10,10,11,10,11,3,1,1,0,1,3,2,1,4.14285714285714,4,4.14285714285714,4.09523809523809,6.72363134841781
389,"1/10/2023 14:17","pl",NA,1,"0",1,"1",27,"1","0",0,NA,NA,"a","artistic","wealthy","kind","kind","wealthy","artistic","moral","sex","sex","moral","sex","sex",5,0,6,5,0,3,2,1,4,6,0,4,6,3,5,3,5,6,6,2,2,7,4,9,7,8,5,11,11,7,8,2,0,2,0,2,2,0,4,4.71428571428571,4.28571428571429,1.57142857142857,3.52380952380952,8.29469907150957
390,"12/16/2022 20:14","pl",NA,1,"0",1,"1",26,"0","0",0,NA,NA,"a","healthy","sexy","artistic","kind","artistic","artistic","moral","pathogen","sex","moral","pathogen","sex",2,4,5,4,2,1,0,3,2,3,4,1,1,3,2,4,2,3,4,3,2,5,5,7,6,4,3,7,6,6,7,3,1,1,1,0,2,2,2,2.57142857142857,2.28571428571429,3,2.61904761904762,8.06773612729215
392,"2/6/2023 20:51","en","game",1,"0",0,"1",25,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","kind","wealthy","healthy","moral","pathogen","pathogen","sex","pathogen","pathogen",4,3,4,3,4,3,0,0,3,3,3,3,4,3,4,3,4,3,4,3,4,2,2,3,4,3,5,5,5,2,5,1,1,1,0,3,1,4,1,3,3.42857142857143,2.85714285714286,3.0952380952381,5.56340144852531
394,"1/6/2023 0:37","pl","KG0902",1,"0",0,"1",21,"0","0",0,NA,NA,"b","wealthy","kind","sexy","kind","wealthy","artistic","pathogen","pathogen","pathogen","moral","sex","pathogen",3,5,4,5,0,2,2,0,3,5,3,3,3,2,3,4,4,2,5,0,1,5,7,8,3,5,5,9,8,6,7,1,0,2,1,2,1,4,1,3.85714285714286,2.57142857142857,2,2.80952380952381,7.69834304979522
396,"1/28/2023 16:12","pl","INSTAGRAM STUDY",1,"0",5,"0",20,"2","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","artistic","moral","moral","pathogen","pathogen","pathogen","moral",0,1,5,1,1,1,0,0,1,0,0,0,1,1,1,0,3,1,0,1,0,6,6,3,8,6,6,7,6,8,7,1,0,0,5,0,3,3,0,0.285714285714286,1.28571428571429,1,0.857142857142857,7.76732704860404
399,"2/10/2023 17:32","pl",NA,1,"0",5,"0",21,"1","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","sexy","artistic","moral","pathogen","moral","moral","moral","moral",2,5,5,6,1,2,0,1,1,4,0,3,5,6,3,2,6,1,2,0,0,6,5,6,7,2,7,8,9,7,7,5,0,0,1,0,5,1,0,3,2.14285714285714,2.71428571428571,2.61904761904762,7.46942973741753
400,"12/28/2022 12:46","pl","AB12",1,"0",0,"1",18,"0","0",0,NA,NA,"b","artistic","artistic","kind","healthy","healthy","kind","moral","moral","pathogen","pathogen","pathogen","pathogen",5,6,5,6,6,2,4,6,1,6,6,6,6,6,6,4,6,6,6,6,6,6,3,7,6,1,6,9,11,6,7,2,2,2,0,0,2,4,0,5.28571428571429,4.57142857142857,6,5.28571428571429,6.66613042729618
401,"2/6/2023 23:38","en","game",1,"0",0,"1",38,"1","1",2,7,14,"b","artistic","sexy","artistic","artistic","artistic","kind","moral","sex","moral","moral","sex","moral",0,5,6,2,1,6,1,1,3,1,5,6,1,4,6,0,5,6,0,6,6,8,6,11,9,9,8,6,10,9,9,4,0,1,1,0,4,0,2,0.714285714285714,5.57142857142857,3.85714285714286,3.38095238095238,7.91985370642306
402,"3/29/2023 16:01","en","Game",1,"0",0,"1",25,"0","1",1,3,NA,"b","healthy","wealthy","wealthy","sexy","wealthy","healthy","pathogen","sex","moral","pathogen","moral","pathogen",0,6,6,6,4,3,4,5,4,6,5,6,4,6,4,2,4,6,6,6,3,11,11,11,11,11,11,11,11,11,11,0,2,0,1,3,2,3,1,4,4.57142857142857,5.14285714285714,4.57142857142857,6.16761194864852
408,"3/29/2023 16:19","en","game",1,"0",0,"1",34,"1","1",2,12,14,"b","artistic","sexy","sexy","healthy","sexy","kind","sex","sex","moral","moral","moral","pathogen",6,3,6,6,0,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,11,6,6,6,9,10,9,10,1,1,1,3,0,3,1,2,6,5.71428571428571,4.28571428571429,5.33333333333333,7.88058085489574
411,"2/6/2023 23:35","en",NA,1,"0",3,"1",37,"1","0",0,NA,NA,"b","sexy","sexy","kind","healthy","sexy","sexy","moral","sex","sex","moral","moral","sex",1,1,5,5,1,0,4,0,3,3,4,1,2,1,3,3,4,4,2,4,5,6,8,7,6,6,6,7,8,6,7,0,1,1,4,0,3,0,3,2.85714285714286,3,2.14285714285714,2.66666666666667,9.07586644867132
414,"12/29/2022 15:44","pl","AB12",1,"0",0,"1",23,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","sexy","artistic","moral","pathogen","sex","moral","sex","moral",6,0,4,4,0,3,3,1,1,5,3,2,4,3,4,4,4,3,4,6,2,3,6,7,6,7,6,6,6,6,6,2,0,1,2,1,3,1,2,4.28571428571429,2.71428571428571,2.42857142857143,3.14285714285714,8.12171448656482
417,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","healthy","healthy","kind","kind","healthy","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,0,3,2,1,0,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286,9.08359135140883
418,"2/6/2023 20:35","en",NA,1,"0",0,"1",25,"1","0",0,NA,NA,"b","sexy","wealthy","kind","wealthy","sexy","kind","moral","sex","pathogen","moral","sex","moral",2,3,5,6,5,4,3,5,4,5,4,4,3,4,3,4,5,3,2,3,2,5,9,10,7,6,9,6,7,8,9,0,0,2,2,2,3,1,2,3.57142857142857,3.57142857142857,4.14285714285714,3.76190476190476,8.46494544431222
422,"12/17/2022 3:01","pl",NA,1,"0",0,"1",25,"0","0",0,NA,NA,"b","artistic","sexy","artistic","healthy","kind","healthy","moral","pathogen","moral","moral","sex","sex",1,1,3,5,0,1,0,0,2,5,0,3,2,0,1,1,5,4,4,1,4,4,7,9,4,7,6,7,9,8,9,2,2,1,1,0,3,1,2,2.57142857142857,2.57142857142857,1,2.04761904761905,7.94622205111035
423,"1/23/2023 17:15","pl","INSTAGRAM STUDY",1,"0",1,"1",22,"1","0",0,NA,NA,"a","artistic","wealthy","kind","kind","healthy","sexy","pathogen","pathogen","pathogen","moral","pathogen","sex",1,5,1,5,6,0,1,2,4,6,6,5,6,5,5,4,6,6,6,5,4,6,7,6,6,5,6,7,8,7,7,1,1,2,1,1,1,4,1,4.14285714285714,3.57142857142857,5,4.23809523809524,8.6665108036414
429,"1/5/2023 15:28","pl","kg902",1,"0",2,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","artistic","sex","moral","sex","sex","moral","moral",2,3,5,4,0,3,2,1,3,4,2,6,3,2,3,4,6,4,4,3,5,8,8,9,7,7,8,8,9,7,8,3,0,0,2,1,3,0,3,3.28571428571429,4.14285714285714,2.42857142857143,3.28571428571429,9.06161676003269
431,"3/29/2023 16:50","en",NA,1,"0",1,"1",22,"2","1",1,5,NA,"b","sexy","kind","kind","artistic","wealthy","artistic","moral","moral","pathogen","sex","sex","sex",0,3,6,5,0,1,2,0,3,3,2,6,6,3,5,3,1,6,6,2,6,9,4,10,7,4,7,7,6,6,7,2,0,2,1,1,2,1,3,3.57142857142857,4.71428571428571,1.57142857142857,3.28571428571429,7.54201290772107
433,"1/4/2023 20:35","pl","KG0902",1,"0",1,"1",36,"0","0",0,NA,NA,"a","wealthy","artistic","kind","kind","sexy","kind","moral","moral","moral","moral","moral","sex",4,3,6,6,1,1,3,1,4,6,2,4,6,4,4,1,3,6,4,2,4,7,8,6,8,8,5,6,9,7,6,1,0,3,1,1,5,0,1,4.28571428571429,4.14285714285714,2.28571428571429,3.57142857142857,8.99244838273682
443,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","healthy","healthy","kind","kind","healthy","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,0,3,2,1,0,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286,9.08359135140883
444,"1/7/2023 14:02","pl","KG0902",1,"0",1,"1",47,"1","1",3,9,18,"b","wealthy","kind","sexy","healthy","sexy","kind","moral","pathogen","moral","pathogen","moral","moral",0,3,5,3,5,5,2,1,3,6,1,1,4,0,4,5,5,0,6,6,3,6,6,6,6,4,6,6,6,6,6,0,1,2,2,1,4,2,0,3.71428571428571,3,3,3.23809523809524,8.25921680320986
445,"2/24/2023 1:54","en",NA,1,"0",3,"1",28,"1","0",0,NA,NA,"a","artistic","sexy","sexy","kind","sexy","sexy","moral","sex","pathogen","moral","sex","moral",1,2,5,5,0,0,5,3,0,5,3,6,6,4,1,6,4,5,5,5,4,11,5,6,6,4,8,5,9,6,6,1,0,1,4,0,3,1,2,4.71428571428571,3,3,3.57142857142857,7.25957175038144
447,"2/6/2023 22:47","en","game",1,"0",0,"1",45,"1","1",2,13,15,"b","healthy","artistic","kind","kind","kind","kind","pathogen","pathogen","pathogen","pathogen","pathogen","pathogen",5,5,5,6,5,4,5,5,3,5,5,3,5,5,6,5,3,4,5,6,4,7,6,8,8,6,6,6,7,7,6,1,1,4,0,0,0,6,0,5.14285714285714,4.14285714285714,4.85714285714286,4.71428571428571,9.24148181636208
450,"1/30/2023 2:43","pl","KG0902",1,"0",0,"1",25,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","healthy","artistic","healthy","moral","pathogen","moral","moral","moral","moral",5,0,4,6,0,0,0,0,0,4,0,4,5,0,4,4,3,5,5,1,4,8,7,9,7,6,6,8,9,8,7,3,2,0,0,1,5,1,0,4.14285714285714,3,0.571428571428571,2.57142857142857,9.03423822478142
452,"12/16/2022 19:56","pl",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","kind","sexy","kind","artistic","sexy","artistic","moral","sex","moral","sex","moral","sex",0,0,1,5,0,3,4,0,5,6,0,1,5,0,2,3,4,3,5,0,4,7,8,8,9,6,9,7,8,10,7,2,0,2,2,0,3,0,3,4,2.71428571428571,0.571428571428571,2.42857142857143,9.15236930388602
455,"12/17/2022 16:04","pl",NA,1,"0",2,"1",24,"2","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","healthy","sexy","moral","moral","sex","sex","moral","moral",2,5,5,4,1,2,3,1,3,4,2,5,4,3,3,1,5,6,2,4,5,6,6,4,4,6,6,7,7,6,6,0,2,0,3,1,4,0,2,2.85714285714286,4.14285714285714,3,3.33333333333333,7.60589308108957
456,"1/7/2023 21:43","pl","KG0902 ",1,"0",3,"0",22,"0","0",0,NA,NA,"b","sexy","wealthy","artistic","kind","artistic","artistic","moral","sex","pathogen","moral","moral","sex",3,5,2,3,1,2,0,1,2,5,5,3,1,1,3,4,5,4,4,1,6,7,7,8,4,5,7,7,7,6,7,3,0,1,1,1,3,1,2,2.85714285714286,3.14285714285714,2.71428571428571,2.9047619047619,8.2127375176318
457,"12/28/2022 16:35","pl","AB12",1,"0",1,"1",22,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","wealthy","artistic","moral","moral","moral","pathogen","moral","moral",3,6,5,5,6,4,2,1,4,3,6,6,4,6,4,1,6,6,5,5,5,7,4,6,1,6,6,6,6,6,6,4,0,1,0,1,5,1,0,3.28571428571429,4.85714285714286,5.14285714285714,4.42857142857143,6.62291046592405
458,"12/28/2022 19:01","pl","AB12",1,"0",0,"1",24,"1","1",1,1,NA,"b","healthy","wealthy","kind","wealthy","sexy","artistic","moral","moral","moral","moral","sex","sex",6,6,6,6,6,1,6,6,2,6,6,6,3,6,3,6,6,6,6,5,5,10,8,11,6,7,7,7,11,11,7,1,1,1,1,2,4,0,2,5.57142857142857,4.14285714285714,5.85714285714286,5.19047619047619,7.75441579692312
465,"12/18/2022 12:43","pl",NA,1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","moral","moral","pathogen","moral","pathogen","moral",5,0,1,0,4,6,0,3,5,6,0,6,0,5,5,2,4,6,6,1,5,9,11,11,11,11,11,11,11,11,11,0,0,0,5,1,4,2,0,2.71428571428571,4.85714285714286,2.42857142857143,3.33333333333333,6.53795199698304
468,"1/6/2023 11:35","pl",NA,1,"0",1,"1",30,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","sexy","kind","moral","pathogen","sex","moral","sex","sex",1,0,5,4,0,2,1,0,4,4,1,4,1,2,2,3,5,5,2,1,5,7,7,10,8,6,7,7,8,7,8,1,0,2,2,1,2,1,3,2.28571428571429,3.85714285714286,1.28571428571429,2.47619047619048,8.85754314969248
472,"12/17/2022 22:27","pl",NA,1,"0",1,"1",28,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","healthy","artistic","moral","sex","moral","moral","moral","sex",4,4,2,4,0,1,1,1,0,6,3,4,4,5,4,3,6,3,2,2,3,6,7,6,5,8,6,8,8,7,8,4,1,0,0,1,4,0,2,3.42857142857143,2.42857142857143,3,2.95238095238095,8.51516542296278
475,"2/28/2023 0:22","pl",NA,1,"0",5,"0",20,"0","0",0,NA,NA,"a","kind","kind","kind","healthy","kind","kind","moral","pathogen","moral","moral","pathogen","moral",3,6,6,6,1,4,0,0,3,6,0,6,6,6,4,3,5,6,6,2,5,7,10,11,8,7,8,10,11,8,7,0,1,5,0,0,4,2,0,4.28571428571429,4.85714285714286,2.85714285714286,4,8.06896288557702
479,"12/27/2022 23:09","pl","AB12",1,"0",0,"1",23,"1","0",0,NA,NA,"b","healthy","sexy","artistic","kind","healthy","artistic","moral","sex","moral","moral","moral","moral",4,6,5,6,2,4,1,5,5,6,4,5,5,1,5,5,6,5,6,5,3,6,7,8,6,6,6,9,8,7,8,2,2,1,1,0,5,0,1,4.71428571428571,4.57142857142857,4.14285714285714,4.47619047619048,9.1585421836418
480,"1/8/2023 19:32","pl","KG0902 ",1,"0",1,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","artistic","kind","sexy","wealthy","sex","moral","sex","moral","sex","sex",3,2,2,4,1,0,2,1,1,6,2,5,5,3,1,4,5,5,5,1,2,8,4,6,6,6,8,6,6,7,6,1,0,1,3,1,2,0,4,4.14285714285714,2.28571428571429,2.14285714285714,2.85714285714286,8.06822673712085
481,"3/3/2023 21:13","pl","INSTAGRAM STUDY",1,"0",4,"0",26,"0","0",0,NA,NA,"b","kind","kind","artistic","kind","artistic","artistic","pathogen","pathogen","sex","sex","sex","moral",4,6,5,5,0,1,1,0,1,3,3,3,3,1,4,4,3,5,3,0,1,9,6,8,2,6,6,6,6,6,6,3,0,3,0,0,1,2,3,3.28571428571429,2.85714285714286,1.85714285714286,2.66666666666667,7.22417441923766
483,"2/6/2023 22:07","en","Game",1,"0",0,"1",22,"1","1",2,1,5,"b","artistic","sexy","artistic","artistic","wealthy","artistic","moral","moral","sex","pathogen","moral","moral",0,4,6,3,0,0,0,4,3,6,6,6,0,3,4,0,3,6,0,0,3,11,6,11,6,3,9,6,11,11,5,4,0,0,1,1,4,1,1,1.28571428571429,4,2.85714285714286,2.71428571428571,6.8775398452746
484,"12/16/2022 18:53","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"a","sexy","sexy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","sex",5,5,6,6,2,6,0,0,6,6,1,6,3,1,6,5,4,6,2,4,6,4,10,7,7,5,3,9,10,9,6,0,0,2,4,0,3,0,3,3.85714285714286,6,2.42857142857143,4.09523809523809,8.09689849652214
485,"1/9/2023 20:01","pl",NA,1,"0",2,"1",25,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","moral",4,4,2,3,0,1,0,0,1,6,5,4,3,1,2,3,4,6,4,2,0,6,4,8,3,11,6,6,7,7,6,1,0,2,2,1,4,0,2,3.28571428571429,2.28571428571429,2.28571428571429,2.61904761904762,6.85832265107201
488,"12/17/2022 20:03","pl",NA,1,"0",4,"0",24,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","sexy","artistic","moral","moral","pathogen","pathogen","sex","sex",0,2,5,1,0,3,2,1,2,3,3,5,2,0,2,1,6,6,2,0,3,6,9,9,9,7,9,9,10,10,9,3,0,0,3,0,2,2,2,1.57142857142857,3.71428571428571,1.71428571428571,2.33333333333333,8.79850248422771
489,"3/29/2023 16:16","en",NA,1,"0",0,"1",40,"1","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","wealthy","artistic","moral","sex","sex","moral","sex","sex",4,2,4,5,1,3,4,1,3,6,3,4,6,2,4,5,3,5,5,4,4,5,5,8,6,5,6,6,9,6,6,3,0,1,0,2,2,0,4,5,3.85714285714286,2.28571428571429,3.71428571428571,8.34605338406311
490,"1/2/2023 22:10","pl","KG0902",1,"0",2,"1",20,"1","0",0,NA,NA,"b","healthy","wealthy","sexy","wealthy","wealthy","kind","moral","sex","sex","moral","sex","moral",5,2,5,5,1,3,0,0,0,4,0,4,5,1,5,3,6,2,4,1,4,7,5,7,8,7,7,10,6,9,8,0,1,1,1,3,3,0,3,3.71428571428571,3.28571428571429,1.57142857142857,2.85714285714286,8.88313485612572
492,"2/24/2023 0:07","en","game",1,"0",0,"1",68,"0","1",1,49,NA,"b","artistic","artistic","artistic","artistic","artistic","kind","pathogen","sex","pathogen","pathogen","sex","sex",3,3,4,6,4,2,6,0,2,6,3,1,6,5,3,6,4,5,6,0,1,8,2,11,6,11,6,8,11,6,10,5,0,1,0,0,0,3,3,5.57142857142857,2.57142857142857,2.71428571428571,3.61904761904762,6.50810090157485
