"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal"
704,"2/6/2023 20:44","en","game",1,"1",5,"1",30,"0","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","sexy","artistic","pathogen","pathogen","pathogen","sex","pathogen","pathogen",5,4,5,4,5,4,5,4,5,4,5,2,2,2,2,2,2,2,2,2,2,5,6,3,2,1,1,1,1,1,11,5,0,1,0,0,5,1,3.42857142857143,3.14285714285714,3.42857142857143,3.33333333333333
705,"12/27/2022 23:13","pl","AB12",1,"0",1,"1",23,"1","0",0,NA,NA,"b","wealthy","artistic","wealthy","artistic","wealthy","kind","moral","sex","sex","moral","sex","pathogen",4,4,2,6,0,1,3,0,1,5,0,6,5,0,4,4,6,3,4,0,1,5,6,9,11,7,6,7,11,8,10,2,1,0,3,2,1,3,4.42857142857143,2.57142857142857,1.42857142857143,2.80952380952381
706,"1/7/2023 14:21","pl","KG0902",1,"0",0,"1",24,"0","0",0,NA,NA,"b","artistic","sexy","kind","kind","sexy","artistic","moral","sex","moral","moral","sex","sex",3,3,4,5,0,3,2,1,1,4,4,6,4,2,3,3,6,6,5,6,4,7,5,7,6,7,7,6,7,6,7,2,2,2,0,3,0,3,3.71428571428571,3.85714285714286,3.14285714285714,3.57142857142857
708,"12/28/2022 0:13","pl",NA,1,"1",3,"0",22,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","artistic","artistic","moral","moral","moral","moral","sex","pathogen",3,3,5,5,3,1,0,0,1,5,5,4,5,4,3,4,5,4,5,0,3,4,5,6,3,1,3,6,6,5,6,4,1,0,1,4,1,1,3.85714285714286,3,2.85714285714286,3.23809523809524
709,"2/12/2023 17:05","pl",NA,1,"0",0,"1",40,"1","1",3,NA,14,"b","sexy","sexy","sexy","artistic","sexy","sexy","moral","pathogen","sex","pathogen","sex","sex",0,1,5,1,6,0,0,5,2,6,5,4,1,6,5,1,6,6,5,6,1,3,6,6,2,2,6,9,9,10,10,1,0,5,0,1,2,3,2,3.28571428571429,5,3.42857142857143
710,"3/10/2023 23:04","en",NA,1,"1",0,"0",35,"1","1",2,5,8,"a","wealthy",NA,"kind","artistic","kind","artistic","sex","pathogen","sex","pathogen","sex","sex",1,1,0,1,1,0,6,5,6,4,4,2,3,4,3,4,4,5,4,5,3,4,3,2,5,6,4,2,11,11,11,NA,NA,NA,NA,0,2,4,3.28571428571429,2.71428571428571,3.42857142857143,3.14285714285714
711,"12/16/2022 20:47","pl",NA,1,"0",1,"1",26,"1","0",0,NA,NA,"a","artistic","sexy","wealthy","sexy","artistic","sexy","sex","sex","sex","sex","sex","sex",3,0,4,5,0,3,1,0,2,4,1,4,5,0,4,1,2,6,4,1,5,7,10,9,11,6,9,11,9,11,9,2,0,3,1,0,0,6,3.28571428571429,4,0.571428571428571,2.61904761904762
713,"1/4/2023 9:17","pl","KG0902",1,"0",0,"1",40,"1","1",2,16,18,"b","sexy","artistic","kind","artistic","wealthy","artistic","moral","pathogen","sex","moral","sex","sex",0,0,5,5,2,4,2,4,1,3,5,0,1,0,6,4,4,0,3,3,0,11,7,8,8,6,8,8,9,9,7,3,1,1,1,2,1,3,2.57142857142857,2.28571428571429,2.57142857142857,2.47619047619048
715,"2/6/2023 21:47","en",NA,1,"1",0,"0",45,"1","0",0,NA,NA,"a","sexy","sexy","artistic","artistic","sexy","sexy","moral","moral","pathogen","moral","pathogen","pathogen",6,5,6,6,0,6,0,5,5,6,6,3,6,2,6,3,5,4,5,0,3,5,6,7,5,5,6,6,6,5,7,2,0,4,0,3,3,0,4.57142857142857,4.71428571428571,3.28571428571429,4.19047619047619
716,"3/11/2023 1:13","en","game",1,"1",3,"0",30,"1","1",2,9,12,"a","sexy","sexy","sexy","sexy","artistic","artistic","pathogen","sex","sex","sex","pathogen","pathogen",5,4,4,5,4,4,3,4,4,5,4,3,4,5,4,4,5,4,5,4,3,9,7,9,8,9,8,9,7,7,10,2,0,4,0,0,3,3,4.42857142857143,3.71428571428571,4.28571428571429,4.14285714285714
718,"2/7/2023 10:55","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","sexy","wealthy","artistic","kind","artistic","artistic","pathogen","sex","moral","moral","moral","sex",5,0,1,5,0,0,5,0,2,5,0,3,3,0,5,4,5,1,5,2,2,8,9,10,9,9,7,9,11,8,6,3,1,1,1,3,1,2,4.57142857142857,2,1,2.52380952380952
719,"1/31/2023 8:16","pl",NA,1,"0",3,"0",19,"0","0",0,NA,NA,"a","artistic","kind","kind","artistic","kind","kind","pathogen","sex","pathogen","moral","pathogen","moral",1,2,1,3,0,0,1,0,0,5,1,3,3,4,2,4,5,5,4,0,1,5,6,8,6,4,7,9,10,9,9,2,4,0,0,2,3,1,3,1.71428571428571,1.71428571428571,2.14285714285714
720,"2/1/2023 20:05","pl",NA,1,"0",2,"1",18,"0","0",0,NA,NA,"b","sexy","wealthy","wealthy","artistic","kind","artistic","moral","moral","pathogen","moral","moral","pathogen",3,2,1,4,1,3,0,3,1,5,5,1,3,4,0,6,6,1,2,3,0,8,6,9,5,7,7,6,9,5,7,2,1,1,2,4,2,0,3.28571428571429,1,3.42857142857143,2.57142857142857
723,"1/12/2023 22:33","pl",NA,1,"0",5,"0",21,"1","0",0,NA,NA,"b","sexy","sexy","sexy","sexy","sexy","artistic","moral","sex","moral","pathogen","moral","moral",1,3,2,4,2,2,1,0,1,3,2,2,3,1,3,2,3,3,3,3,4,9,7,9,9,7,5,8,8,9,8,1,0,5,0,4,1,1,2.42857142857143,2.42857142857143,2,2.28571428571429
724,"1/2/2023 13:30","pl",NA,1,"1",1,"0",21,"0","0",0,NA,NA,"a","wealthy","wealthy","artistic","kind","kind","artistic","moral","sex","pathogen","pathogen","moral","moral",0,1,3,4,0,5,2,0,2,6,3,6,4,0,4,4,1,6,3,0,1,3,5,8,6,7,6,7,8,7,6,2,2,0,2,3,2,1,3.28571428571429,3.85714285714286,0.714285714285714,2.61904761904762
725,"12/18/2022 12:59","pl","CHUJOWIZNA",1,"1",0,"0",28,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","artistic","kind","pathogen","pathogen","sex","moral","sex","sex",6,0,3,6,0,1,2,0,0,6,0,0,6,1,1,6,1,3,6,0,0,9,11,9,7,8,8,8,5,8,4,3,2,1,0,1,2,3,5.42857142857143,1.14285714285714,0.285714285714286,2.28571428571429
726,"2/6/2023 23:30","en",NA,1,"0",1,"1",30,"0","1",1,1,NA,"b","artistic","sexy","wealthy","artistic","sexy","artistic","moral","pathogen","moral","moral","moral","sex",3,3,5,2,0,4,3,0,4,3,2,2,0,0,5,1,6,3,0,2,6,7,6,9,6,5,6,6,9,6,6,3,0,2,1,4,1,1,1.71428571428571,4.14285714285714,1.85714285714286,2.57142857142857
727,"12/28/2022 16:21","pl","AB12",1,"0",1,"1",24,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","artistic","artistic","moral","sex","moral","moral","sex","sex",4,0,2,6,0,0,0,0,2,6,2,4,1,6,3,2,6,6,5,4,4,4,3,9,6,6,5,10,9,9,7,4,0,1,1,3,0,3,3.42857142857143,3,2.57142857142857,3
728,"1/30/2023 16:35","pl","KG0902",1,"0",0,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","sexy","kind","moral","sex","moral","moral","moral","moral",3,2,3,5,0,3,3,6,2,6,5,4,5,4,5,3,6,6,5,6,4,8,6,9,7,7,6,9,9,7,7,1,2,2,1,5,0,1,4.28571428571429,3.85714285714286,4.14285714285714,4.09523809523809
730,"12/21/2022 0:30","pl",NA,1,"1",0,"0",41,"1","0",0,NA,NA,"b","kind",NA,"artistic","kind","kind","kind","pathogen","pathogen","moral","pathogen","sex","sex",1,3,2,2,0,1,1,0,0,5,4,2,2,1,1,3,4,2,2,0,0,8,7,8,6,9,7,7,8,7,7,NA,NA,NA,NA,1,3,2,2.28571428571429,1.14285714285714,1.71428571428571,1.71428571428571
731,"3/21/2023 14:45","en","game",1,"1",0,"0",30,"1","1",1,6,NA,"b","kind","artistic","artistic","kind","wealthy","artistic","moral","sex","pathogen","moral","sex","sex",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,6,5,7,6,5,6,6,5,7,4,3,2,0,1,2,1,3,4.42857142857143,4.71428571428571,4.57142857142857,4.57142857142857
733,"2/13/2023 14:53","pl","AB13",1,"1",6,"1",26,"1","0",0,NA,NA,"b","artistic","kind","sexy","wealthy","artistic","sexy","sex","moral","moral","sex","sex","sex",4,2,4,5,1,3,3,1,4,5,3,4,4,1,5,4,4,5,5,0,4,7,6,6,6,6,7,7,8,7,7,2,1,2,1,2,0,4,4.28571428571429,4.14285714285714,1.71428571428571,3.38095238095238
734,"2/7/2023 11:21","pl",NA,1,"0",0,"1",29,"1","0",0,NA,NA,"b","artistic","wealthy","kind","wealthy","wealthy","kind","sex","sex","moral","moral","moral","pathogen",6,4,5,6,4,2,2,3,5,6,3,4,4,4,6,6,5,6,6,3,2,2,9,11,9,10,6,9,10,9,9,1,2,0,3,3,1,2,5.14285714285714,4.28571428571429,3.71428571428571,4.38095238095238
735,"2/6/2023 20:44","en",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","wealthy",NA,"sexy","artistic","artistic","kind","moral","sex","moral","moral","pathogen","pathogen",6,6,6,6,6,4,6,6,3,5,6,6,4,6,6,6,5,6,6,6,5,7,6,11,6,7,4,6,8,8,8,NA,NA,NA,NA,3,2,1,5.57142857142857,5.14285714285714,5.85714285714286,5.52380952380952
736,"2/6/2023 22:29","en",NA,1,"0",0,"1",31,"0","0",0,NA,NA,"b","kind","wealthy","artistic","artistic","artistic","sexy","moral","moral","sex","moral","moral","pathogen",3,2,6,4,2,6,1,1,6,2,0,6,2,1,6,2,1,6,3,0,5,7,6,6,5,5,7,7,7,7,7,3,1,1,1,4,1,1,2.42857142857143,5.85714285714286,1,3.0952380952381
737,"2/6/2023 21:51","en","game",1,"1",0,"0",28,"1","1",2,7,13,"a","sexy","sexy","sexy","kind","wealthy","artistic","sex","moral","pathogen","moral","moral","moral",0,6,5,5,5,4,3,3,4,3,5,4,4,5,5,3,6,5,4,6,6,5,6,9,4,5,8,8,8,6,5,1,1,3,1,4,1,1,3.14285714285714,4.71428571428571,5.14285714285714,4.33333333333333
738,"2/6/2023 22:33","en","game",1,"0",0,"1",29,"1","1",1,1,NA,"b","artistic","sexy","kind","artistic","wealthy","kind","moral","sex","moral","sex","sex","moral",1,5,6,4,1,6,2,0,3,4,0,4,3,0,5,1,5,6,1,0,4,4,6,8,6,8,3,6,6,6,7,2,2,1,1,3,0,3,2.28571428571429,4.85714285714286,1.57142857142857,2.9047619047619
739,"2/6/2023 20:44","en","game",1,"0",0,"1",34,"1","0",0,NA,NA,"b","artistic","artistic","sexy","kind","artistic","artistic","pathogen","moral","pathogen","moral","pathogen","pathogen",1,1,3,5,0,4,2,0,4,6,6,3,5,1,4,1,6,6,2,3,6,9,6,6,6,2,6,6,7,6,6,4,1,1,0,2,4,0,3.14285714285714,4.28571428571429,2.42857142857143,3.28571428571429
741,"1/13/2023 18:04","en",NA,1,"0",2,"1",18,"0","0",0,NA,NA,"b","artistic","kind","artistic","artistic","sexy","artistic","sex","sex","moral","moral","moral","sex",5,4,6,6,0,1,6,5,4,6,6,6,6,5,6,6,6,5,6,4,1,10,7,8,11,8,11,8,9,9,10,4,1,1,0,3,0,3,5.85714285714286,4.14285714285714,4.28571428571429,4.76190476190476
744,"2/13/2023 16:19","pl",NA,1,"1",6,"1",19,"1","0",0,NA,NA,"b","artistic","sexy","sexy","wealthy","kind","sexy","moral","sex","pathogen","moral","moral","pathogen",1,0,4,2,0,1,0,0,1,2,0,6,1,0,2,2,2,3,2,0,0,7,4,9,7,11,6,8,8,9,8,1,1,3,1,3,2,1,1.42857142857143,2.42857142857143,0.285714285714286,1.38095238095238
745,"1/7/2023 20:21","pl","KG0902",1,"0",1,"1",22,"0","0",0,NA,NA,"a","sexy","wealthy","kind","wealthy","wealthy","artistic","moral","sex","pathogen","pathogen","sex","sex",4,0,5,6,0,4,2,1,4,6,0,6,6,0,3,2,6,6,4,0,1,7,6,6,6,6,8,11,6,6,6,1,1,1,3,1,2,3,4.28571428571429,4.14285714285714,1,3.14285714285714
746,"1/10/2023 22:15","pl",NA,1,"0",6,"0",21,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","artistic","kind","pathogen","pathogen","sex","moral","sex","sex",2,4,1,5,0,0,2,0,1,5,5,3,1,0,2,5,5,1,5,0,1,8,9,9,7,7,8,8,9,7,9,3,1,1,1,1,2,3,3.57142857142857,1.28571428571429,2,2.28571428571429
747,"3/29/2023 16:03","en","game",1,"0",0,"1",35,"1","1",1,1,NA,"a","kind","artistic","artistic","wealthy","kind","artistic","moral","moral","sex","moral","moral","pathogen",4,5,4,5,6,4,5,6,4,5,5,3,4,5,4,5,6,5,5,6,5,5,4,2,8,3,3,7,4,3,3,3,2,0,1,4,1,1,4.71428571428571,4.14285714285714,5.57142857142857,4.80952380952381
748,"3/29/2023 16:28","en","game",1,"1",0,"0",30,"1","1",1,6,NA,"a","artistic","wealthy","artistic","artistic","artistic","wealthy","pathogen","moral","sex","sex","sex","sex",4,3,5,4,5,6,5,4,4,4,3,5,4,5,5,4,6,5,4,5,4,7,7,8,7,6,7,7,6,7,6,4,0,0,2,1,1,4,4.14285714285714,4.85714285714286,4.42857142857143,4.47619047619048
749,"2/7/2023 1:09","en",NA,1,"1",1,"0",46,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","kind","moral","pathogen","pathogen","moral","moral","pathogen",3,1,5,6,1,5,6,0,4,6,0,4,6,1,5,5,2,3,6,3,3,2,6,7,4,6,5,6,7,6,7,4,1,0,1,3,3,0,5.42857142857143,4.14285714285714,1.14285714285714,3.57142857142857
750,"3/29/2023 17:04","en",NA,1,"1",0,"0",66,"1","1",3,32,38,"b","artistic","wealthy","artistic","wealthy","wealthy","kind","pathogen","pathogen","sex","moral","moral","moral",4,2,4,4,0,2,3,1,3,3,0,1,4,2,3,2,4,2,2,1,3,2,4,10,6,5,2,7,10,8,6,2,1,0,3,3,2,1,3.14285714285714,2.57142857142857,1.42857142857143,2.38095238095238
752,"3/29/2023 16:09","en","game",1,"1",0,"0",53,"0","0",0,NA,NA,"b","kind","wealthy","artistic","sexy","artistic","sexy","moral","sex","pathogen","moral","moral","moral",5,3,5,6,1,1,5,5,4,6,4,4,6,2,5,5,4,5,6,1,5,4,7,6,6,5,5,9,8,7,7,2,1,2,1,4,1,1,5.57142857142857,4.14285714285714,2.85714285714286,4.19047619047619
753,"2/23/2023 23:46","en","GAME",1,"0",5,"0",33,"1","0",1,NA,NA,"a","kind","wealthy","artistic","artistic","kind","kind","moral","sex","moral","sex","pathogen","pathogen",1,3,4,1,4,3,4,3,1,1,3,3,0,2,0,5,2,2,4,3,1,8,2,1,5,3,6,5,6,6,6,2,3,0,1,2,2,2,2.28571428571429,2,2.85714285714286,2.38095238095238
755,"3/29/2023 16:34","en","Game",1,"0",0,"1",29,"1","1",2,3,11,"a","wealthy","wealthy","kind","wealthy","artistic","sexy","moral","sex","pathogen","moral","moral","pathogen",1,0,6,6,5,6,0,0,6,6,6,6,6,0,6,0,6,6,0,0,6,11,6,11,11,11,6,6,11,11,11,1,1,1,3,3,2,1,2.71428571428571,6,2.42857142857143,3.71428571428571
756,"2/6/2023 22:47","en","game",1,"1",6,"1",22,"0","0",0,NA,NA,"b","kind","sexy","sexy","kind","sexy","kind","moral","pathogen","sex","moral","sex","moral",2,3,5,4,0,2,0,0,0,4,2,3,2,0,3,0,1,5,0,0,3,6,6,8,8,8,7,6,6,7,6,0,3,3,0,3,1,2,1.71428571428571,3,0.857142857142857,1.85714285714286
758,"12/25/2022 20:19","pl","KG0902",1,"0",0,"1",18,"0","0",0,NA,NA,"b","artistic","wealthy","kind","kind","wealthy","kind","sex","moral","sex","pathogen","sex","moral",0,2,6,5,6,0,3,0,3,6,6,6,0,0,6,0,6,6,0,3,0,7,1,9,1,11,1,7,5,6,7,1,3,0,2,2,1,3,2,3.85714285714286,3.28571428571429,3.04761904761905
759,"12/29/2022 21:56","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"a","artistic","kind","wealthy","artistic","artistic","artistic","moral","pathogen","moral","moral","sex","sex",3,4,4,4,0,0,2,0,0,5,2,2,3,5,3,5,5,1,6,5,3,10,6,6,8,7,7,6,8,7,7,4,1,0,1,3,1,2,4,1.85714285714286,3,2.95238095238095
761,"2/6/2023 22:48","en","game",1,"1",1,"0",32,"1","1",2,3,5,"b","artistic","artistic","artistic","wealthy","wealthy","sexy","moral","moral","pathogen","sex","moral","sex",1,1,5,4,0,3,0,0,2,5,2,5,4,2,5,5,0,5,5,0,5,6,6,7,6,6,7,6,7,7,6,3,0,1,2,3,1,2,3.42857142857143,4.28571428571429,0.714285714285714,2.80952380952381
762,"12/28/2022 1:02","pl","AB12",1,"0",0,"1",32,"0","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","sexy","artistic","moral","moral","moral","moral","moral","moral",4,6,5,6,2,4,3,2,2,5,5,2,6,5,5,5,6,5,6,5,6,6,10,8,8,6,5,10,9,10,8,3,0,3,0,6,0,0,5,4.14285714285714,4.42857142857143,4.52380952380952
763,"1/11/2023 18:21","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","kind","wealthy","wealthy","artistic","moral","pathogen","sex","sex","moral","pathogen",5,2,4,5,0,4,1,2,4,4,4,5,4,1,4,5,5,6,4,1,5,4,9,7,7,7,4,8,7,8,7,1,1,1,3,2,2,2,4,4.57142857142857,2.14285714285714,3.57142857142857
764,"12/25/2022 20:21","pl","KG0902",1,"1",0,"0",23,"0","0",0,NA,NA,"b","artistic","artistic","wealthy","sexy","artistic","artistic","moral","sex","moral","pathogen","sex","moral",5,1,4,6,0,2,0,0,3,5,5,4,2,1,3,5,1,4,3,0,3,9,5,10,4,6,7,10,6,9,6,4,0,1,1,3,1,2,3.71428571428571,3.28571428571429,1.14285714285714,2.71428571428571
765,"2/12/2023 15:04","pl",NA,1,"1",5,"1",20,"0","0",0,NA,NA,"a","sexy","sexy","kind","sexy","wealthy","sexy","pathogen","sex","pathogen","moral","sex","moral",6,1,6,3,0,3,3,0,3,5,4,6,5,0,1,5,0,4,3,0,2,8,11,11,6,8,6,11,11,11,6,0,1,4,1,2,2,2,4.28571428571429,3.57142857142857,0.714285714285714,2.85714285714286
766,"12/28/2022 18:37","pl","AB12",1,"0",1,"1",24,"1","0",0,NA,NA,"b","sexy","artistic","artistic","artistic","wealthy","artistic","moral","sex","moral","pathogen","sex","moral",4,3,3,5,3,2,2,3,3,5,0,4,5,3,4,5,5,5,3,3,5,7,6,6,4,4,6,8,6,6,6,4,0,1,1,3,1,2,4.14285714285714,3.71428571428571,2.85714285714286,3.57142857142857
767,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,4,NA,"b","sexy","kind","artistic","wealthy","artistic","kind","moral","moral","moral","pathogen","pathogen","sex",3,4,4,1,1,2,3,4,3,3,4,3,4,3,4,5,4,3,4,5,4,7,8,7,6,5,7,5,7,7,8,2,2,1,1,3,2,1,3.28571428571429,3.28571428571429,3.57142857142857,3.38095238095238
768,"3/29/2023 18:46","en",NA,1,"0",0,"1",47,"1","1",2,15,18,"b","wealthy",NA,"wealthy","artistic","artistic","kind","moral","sex","pathogen","pathogen","pathogen","moral",3,3,2,3,3,4,3,3,2,3,3,2,2,3,2,3,2,3,2,2,3,6,5,6,6,6,6,6,5,6,6,NA,NA,NA,NA,2,3,1,2.71428571428571,2.57142857142857,2.71428571428571,2.66666666666667
769,"12/16/2022 19:16","pl",NA,1,"1",1,"0",26,"1","0",0,NA,NA,"b","sexy","sexy","artistic","sexy","sexy","sexy","moral","sex","moral","sex","sex","sex",5,5,5,4,0,1,0,0,1,5,1,3,0,1,2,3,4,2,4,0,2,4,7,9,6,11,4,6,6,7,8,1,0,5,0,2,0,4,3,2.28571428571429,1.57142857142857,2.28571428571429
770,"1/24/2023 5:13","en","INSTAGRAM STUDY",1,"0",4,"0",21,"0","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","artistic","artistic","moral","moral","moral","moral","sex","sex",1,0,3,4,1,1,1,0,3,4,2,3,3,0,3,2,4,2,3,0,3,6,6,8,5,5,7,6,8,6,7,6,0,0,0,4,0,2,2.57142857142857,2.57142857142857,1,2.04761904761905
771,"2/7/2023 0:14","en",NA,1,"1",0,"0",23,"0","0",0,NA,NA,"b","artistic","kind","kind","wealthy","artistic","artistic","pathogen","moral","pathogen","moral","pathogen","moral",2,6,6,6,1,2,0,0,1,6,5,6,2,1,4,6,4,6,2,1,6,5,4,8,7,6,6,6,4,7,7,3,2,0,1,3,3,0,3.42857142857143,4.42857142857143,2.57142857142857,3.47619047619048
774,"12/16/2022 20:58","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","kind","artistic","moral","sex","pathogen","sex","moral","moral",2,2,1,3,1,1,1,1,2,5,4,3,4,3,2,1,4,4,3,1,3,7,8,8,7,8,7,9,8,8,8,3,1,1,1,3,1,2,2.71428571428571,2.28571428571429,2.28571428571429,2.42857142857143
775,"1/9/2023 1:28","pl",NA,1,"0",0,"1",34,"1","0",0,NA,NA,"b","wealthy",NA,"artistic","kind","artistic","kind","moral","sex","pathogen","pathogen","sex","sex",2,0,4,4,0,0,1,0,5,6,0,5,5,0,6,2,6,6,4,0,5,2,8,9,7,10,3,8,8,7,10,NA,NA,NA,NA,1,2,3,3.42857142857143,4.42857142857143,0.857142857142857,2.9047619047619
776,"2/24/2023 0:24","en","game",1,"1",0,"0",32,"1","1",2,6,17,"a","artistic","sexy","artistic","wealthy","wealthy","sexy","moral","pathogen","moral","sex","moral","moral",1,1,4,6,0,0,0,1,4,6,1,2,2,0,6,2,0,1,1,0,3,7,5,6,9,11,7,6,8,11,6,2,0,2,2,4,1,1,2.57142857142857,2.85714285714286,0.428571428571429,1.95238095238095
777,"2/6/2023 21:13","en","game",1,"1",0,"0",38,"1","1",1,16,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","sex","sex","moral","moral","moral","sex",3,0,5,5,0,3,3,0,5,5,1,5,4,1,5,5,0,5,5,3,5,6,6,9,6,6,6,6,9,8,7,5,0,0,1,3,0,3,4.28571428571429,4.71428571428571,0.714285714285714,3.23809523809524
778,"3/7/2023 20:37","en","game",1,"1",0,"0",27,"1","1",1,5,NA,"a","kind","artistic","kind","wealthy","kind","sexy","moral","sex","pathogen","moral","moral","pathogen",5,0,6,6,0,2,5,0,0,2,3,4,5,4,2,4,6,5,5,4,3,6,6,6,7,8,6,8,7,9,8,1,3,1,1,3,2,1,4.57142857142857,3.14285714285714,2.42857142857143,3.38095238095238
779,"3/29/2023 16:15","en","game",1,"0",0,"1",35,"1","1",3,1,6,"b","sexy","wealthy","sexy","sexy","sexy","sexy","moral","pathogen","pathogen","moral","sex","sex",4,3,6,6,0,1,4,3,3,3,3,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,5,1,2,2,2,5,4.85714285714286,3.42857142857143,4.42857142857143
780,"1/23/2023 19:52","en",NA,1,"0",5,"0",20,"1","0",0,NA,NA,"a","kind","wealthy","kind","artistic","artistic","artistic","pathogen","moral","sex","moral","pathogen","pathogen",1,4,4,4,0,0,0,1,2,5,6,4,2,1,3,2,6,6,5,1,0,10,8,10,10,6,9,6,10,9,6,3,2,0,1,2,3,1,2.71428571428571,2.71428571428571,2.71428571428571,2.71428571428571
784,"1/7/2023 16:16","pl","KG0902",1,"0",0,"1",22,"0","0",0,NA,NA,"a","artistic","wealthy","kind","wealthy","artistic","kind","moral","sex","moral","pathogen","pathogen","sex",6,2,4,4,0,3,0,0,1,3,4,0,4,0,4,1,6,6,0,0,3,3,7,7,8,6,3,7,6,7,7,2,2,0,2,2,2,2,2.57142857142857,3,1.71428571428571,2.42857142857143
786,"12/28/2022 1:07","pl","AB12",1,"0",6,"0",22,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","kind","artistic","sex","moral","sex","pathogen","moral","moral",2,5,4,4,0,3,0,0,2,4,1,6,0,0,4,1,3,6,1,3,1,7,6,9,7,4,8,8,9,11,6,4,1,0,1,3,1,2,1.71428571428571,3.71428571428571,1.71428571428571,2.38095238095238
787,"12/29/2022 11:42","pl","AB12",1,"0",2,"1",29,"1","0",0,NA,NA,"b","artistic","sexy","sexy","kind","artistic","sexy","moral","moral","sex","pathogen","sex","moral",4,5,6,4,0,3,2,1,2,5,5,6,2,3,5,4,6,5,3,5,5,6,5,8,7,5,2,7,9,9,8,2,1,3,0,3,1,2,3.42857142857143,4.57142857142857,3.57142857142857,3.85714285714286
788,"2/7/2023 1:00","en",NA,1,"1",6,"1",32,"0","0",0,NA,NA,"b","wealthy","sexy","kind","artistic","artistic","artistic","pathogen","sex","pathogen","moral","sex","pathogen",3,1,5,5,0,0,4,0,1,6,1,1,3,1,2,5,3,4,4,0,1,9,6,9,7,6,7,6,9,7,6,3,1,1,1,1,3,2,4.28571428571429,2,0.857142857142857,2.38095238095238
790,"3/29/2023 16:16","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"a","artistic","artistic","artistic","artistic","kind","sexy","sex","pathogen","pathogen","sex","moral","pathogen",2,3,3,4,3,3,4,2,3,3,3,3,4,3,2,3,4,3,4,3,3,3,2,3,4,2,2,2,4,3,5,4,1,1,0,1,3,2,3.42857142857143,2.85714285714286,3,3.0952380952381
791,"2/7/2023 19:46","pl",NA,1,"0",6,"0",31,"0","0",0,NA,NA,"b","wealthy","sexy","artistic","artistic","sexy","artistic","moral","moral","moral","pathogen","moral","sex",3,1,2,3,1,2,3,4,4,6,0,3,0,4,5,3,0,1,6,0,0,4,11,8,8,10,6,9,9,7,6,3,0,2,1,4,1,1,3.42857142857143,2.42857142857143,1.42857142857143,2.42857142857143
792,"3/29/2023 16:16","en",NA,1,"1",0,"0",23,"1","0",0,NA,NA,"a","kind","wealthy","kind","kind","sexy","artistic","pathogen","sex","sex","sex","sex","sex",3,2,3,4,2,3,3,2,3,3,3,3,4,3,2,3,3,4,2,3,3,6,10,9,9,7,8,9,10,8,7,1,3,1,1,0,1,5,3.14285714285714,3,2.57142857142857,2.9047619047619
793,"2/6/2023 20:34","en",NA,1,"1",1,"0",33,"1","1",1,6,NA,"a","artistic","kind","sexy","artistic","kind","wealthy","sex","moral","moral","moral","sex","pathogen",5,4,3,5,2,4,5,6,5,1,2,6,5,4,3,5,4,3,2,5,6,9,9,9,9,8,10,9,8,7,9,2,2,1,1,3,1,2,4,4.28571428571429,3.85714285714286,4.04761904761905
794,"2/6/2023 20:37","en",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","moral","moral","pathogen","sex","moral","moral",3,3,1,5,3,3,3,3,3,5,5,2,3,3,3,4,6,5,5,4,5,5,6,7,6,9,6,6,6,6,7,5,0,0,1,4,1,1,4,3.14285714285714,3.85714285714286,3.66666666666667
